
46-50,1,C,4+,1,8,3990
46-50,1,C,4+,1,8,6153
46-50,1,C,4+,1,5,5319
46-50,1,C,4+,1,3,10767
26-35,3,B,0,0,4,2832
26-35,3,B,0,0,1,8066
26-35,3,B,0,0,1,15812
26-35,3,B,0,0,5,6967
26-35,3,B,0,0,5,6922
26-35,3,B,0,0,5,8621
26-35,3,B,0,0,5,7030
26-35,3,B,0,0,5,7172
26-35,3,B,0,0,1,15769
26-35,3,B,0,0,5,6871
26-35,3,B,0,0,5,7171
26-35,3,B,0,0,5,7139
26-35,3,B,0,0,7,16280
26-35,3,B,0,0,8,9894
26-35,3,B,0,0,5,3664
26-35,3,B,0,0,8,7869
26-35,3,B,0,0,16,16866
26-35,3,B,0,0,16,20442
26-35,3,B,0,0,1,11518
26-35,3,B,0,0,1,15285
26-35,3,B,0,0,1,15524
26-35,3,B,0,0,1,19278
26-35,3,B,0,0,1,15445
26-35,9,C,1,0,8,8034
18-25,4,B,2,0,16,12464
18-25,4,B,2,0,1,15319
18-25,4,C,3,0,8,5915
18-25,4,C,3,0,11,6025
26-35,8,C,0,1,1,19433
26-35,8,C,0,1,8,6027
26-35,8,C,0,1,5,7040
26-35,8,C,0,1,1,11965
26-35,8,C,0,1,1,15469
26-35,8,C,0,1,1,11925
26-35,8,C,0,1,4,2826
26-35,8,C,0,1,8,4013
26-35,8,C,0,1,8,5914
26-35,8,C,0,1,5,7176
26-35,12,A,0,0,16,20961
46-50,17,B,3,1,1,19072
46-50,17,B,3,1,5,7179
46-50,17,B,3,1,8,7995
46-50,17,B,3,1,8,4124
46-50,17,B,3,1,8,7772
46-50,17,B,3,1,1,11799
46-50,17,B,3,1,3,13251
46-50,17,B,3,1,4,3524
46-50,17,B,3,1,1,15853
46-50,17,B,3,1,5,1728
46-50,17,B,3,1,1,11693
46-50,17,B,3,1,8,7852
46-50,17,B,3,1,11,1582
46-50,16,A,1,1,5,6950
46-50,16,A,1,1,12,1414
46-50,16,A,1,1,14,4325
46-50,16,A,1,1,8,4028
46-50,16,A,1,1,5,3432
46-50,16,A,1,1,5,3715
46-50,16,A,1,1,5,3540
46-50,16,A,1,1,5,5352
46-50,16,A,1,1,5,1828
46-50,16,A,1,1,5,7159
18-25,19,C,4+,0,11,7614
18-25,19,C,4+,0,5,1784
18-25,19,C,4+,0,1,3978
18-25,19,C,4+,0,11,7478
18-25,4,C,4+,1,8,8043
18-25,4,C,4+,1,5,6912
26-35,4,B,3,1,4,1447
26-35,4,B,3,1,15,4338
26-35,4,B,3,1,1,19352
26-35,4,B,3,1,1,11420
26-35,4,B,3,1,8,5897
26-35,4,B,3,1,5,7048
26-35,4,B,3,1,1,15783
26-35,4,B,3,1,1,11396
26-35,4,B,3,1,5,5180
26-35,4,B,3,1,1,15549
26-35,4,B,3,1,1,11935
26-35,4,B,3,1,3,8091
26-35,4,B,3,1,5,7001
26-35,4,B,3,1,5,1747
26-35,4,B,3,1,5,5252
26-35,4,B,3,1,2,6407
26-35,4,B,3,1,1,15466
26-35,4,B,3,1,8,7781
26-35,4,B,3,1,1,15849
26-35,4,B,3,1,1,11430
26-35,4,B,3,1,1,11404
26-35,4,B,3,1,1,11853
26-35,4,B,3,1,4,1446
26-35,4,B,3,1,11,3101
26-35,4,B,3,1,5,3694
26-35,4,B,3,1,5,3696
26-35,4,B,3,1,5,3580
18-25,12,C,4+,1,8,9879
18-25,12,C,4+,1,3,10783
18-25,12,C,4+,1,3,13353
18-25,12,C,4+,1,1,15715
18-25,12,C,4+,1,1,11463
18-25,12,C,4+,1,8,7763
26-35,2,A,1,1,8,5878
26-35,2,A,1,1,8,5845
0-17,10,C,2,0,15,17271
18-25,4,C,0,0,1,15244
18-25,4,C,0,0,1,19060
18-25,4,C,0,0,1,15772
18-25,4,C,0,0,1,8159
26-35,0,B,1,0,18,3794
26-35,0,B,1,0,5,8637
26-35,0,B,1,0,1,19251
26-35,0,B,1,0,8,10021
26-35,0,B,1,0,1,15734
26-35,0,B,1,0,1,19662
26-35,0,B,1,0,1,19416
26-35,0,B,1,0,8,5996
26-35,0,B,1,0,1,11937
26-35,0,B,1,0,1,15859
26-35,0,B,1,0,1,11723
26-35,0,B,1,0,1,11793
26-35,0,B,1,0,3,13689
26-35,0,B,1,0,6,16306
26-35,0,B,1,0,1,19171
26-35,0,B,1,0,11,1629
26-35,0,B,1,0,5,6931
26-35,0,B,1,0,1,12004
26-35,0,B,1,0,12,1752
26-35,0,B,1,0,3,10766
26-35,0,B,1,0,6,20529
26-35,0,B,1,0,8,9856
26-35,0,B,1,0,8,8000
26-35,0,B,1,0,8,10038
26-35,0,B,1,0,5,8685
26-35,0,B,1,0,8,7796
26-35,0,B,1,0,6,20474
26-35,0,B,1,0,8,7820
26-35,0,B,1,0,6,16477
51-55,1,C,4+,1,8,6198
51-55,1,C,4+,1,5,5185
36-45,20,C,0,1,8,5980
36-45,20,C,0,1,1,11370
36-45,20,C,0,1,8,9834
36-45,20,C,0,1,5,2012
18-25,19,C,2,0,2,3581
18-25,19,C,2,0,6,12131
18-25,19,C,2,0,1,4290
26-35,2,B,3,0,1,15824
26-35,2,B,3,0,10,23603
26-35,2,B,3,0,8,9940
26-35,2,B,3,0,3,13557
26-35,2,B,3,0,6,16420
26-35,2,B,3,0,5,8842
26-35,2,B,3,0,8,7959
26-35,2,B,3,0,5,6987
26-35,2,B,3,0,5,6855
26-35,2,B,3,0,16,16579
26-35,2,B,3,0,8,5851
26-35,2,B,3,0,1,8147
26-35,2,B,3,0,15,12850
51-55,1,B,4+,1,8,5899
51-55,1,B,4+,1,8,3993
51-55,1,B,4+,1,8,8084
51-55,1,B,4+,1,5,7159
51-55,1,B,4+,1,6,12014
51-55,1,B,4+,1,8,8007
51-55,1,B,4+,1,8,6141
51-55,1,B,4+,1,8,9695
51-55,1,B,4+,1,8,5900
51-55,1,B,4+,1,12,1384
51-55,1,B,4+,1,12,1432
51-55,1,B,4+,1,4,2074
51-55,1,B,4+,1,8,7864
51-55,1,B,4+,1,7,8784
51-55,1,B,4+,1,1,7988
51-55,1,C,1,1,5,2048
51-55,1,C,1,1,13,742
26-35,17,C,1,0,1,15365
36-45,3,A,1,0,5,5234
36-45,3,A,1,0,1,11694
36-45,3,A,1,0,10,23792
36-45,3,A,1,0,1,15654
36-45,3,A,1,0,8,9844
36-45,3,A,1,0,16,16698
36-45,3,A,1,0,6,15957
36-45,3,A,1,0,5,8599
36-45,3,A,1,0,8,8138
36-45,3,A,1,0,6,12422
36-45,3,A,1,0,8,7766
36-45,3,A,1,0,1,15208
36-45,3,A,1,0,5,5284
36-45,3,A,1,0,8,7965
36-45,3,A,1,0,14,11279
18-25,4,C,2,0,8,5881
18-25,4,C,2,0,5,8587
18-25,4,C,2,0,11,7552
18-25,4,C,2,0,8,2226
18-25,1,A,1,1,1,19462
36-45,12,C,2,1,3,13253
36-45,12,C,2,1,1,19420
36-45,12,C,2,1,1,19409
36-45,12,C,2,1,8,9889
36-45,12,C,2,1,1,15628
36-45,12,C,2,1,5,7053
26-35,18,C,2,0,5,8652
51-55,5,C,4+,1,8,8088
51-55,5,C,4+,1,8,9878
51-55,5,C,4+,1,8,7771
18-25,4,A,0,0,8,9938
18-25,4,A,0,0,5,7036
18-25,4,A,0,0,1,11429
26-35,1,A,1,0,1,11715
26-35,1,A,1,0,8,7973
18-25,4,A,2,0,5,7076
18-25,4,A,2,0,8,2304
26-35,14,A,0,1,1,11846
26-35,14,A,0,1,8,7908
26-35,14,A,0,1,5,5223
26-35,14,A,0,1,5,6996
46-50,0,B,1,1,8,7968
46-50,0,B,1,1,1,15426
18-25,4,A,4+,0,1,15900
18-25,4,A,4+,0,1,11822
18-25,4,A,4+,0,1,7802
18-25,4,A,4+,0,1,15624
18-25,4,A,4+,0,1,15212
36-45,14,A,2,1,1,15581
36-45,14,A,2,1,6,12409
0-17,10,C,4+,0,3,13337
0-17,10,C,4+,0,3,13667
0-17,10,C,4+,0,2,12746
0-17,10,C,4+,0,3,5349
0-17,10,C,4+,0,2,16187
0-17,10,C,4+,0,2,16320
0-17,10,C,4+,0,4,2129
0-17,10,C,4+,0,3,11055
0-17,10,C,4+,0,3,11000
0-17,10,C,4+,0,3,10578
36-45,7,B,2,1,8,7909
36-45,7,B,2,1,5,7190
36-45,7,B,2,1,1,15393
36-45,7,B,2,1,1,11867
36-45,7,B,2,1,8,5973
18-25,4,C,2,0,5,6909
18-25,4,C,2,0,8,6144
18-25,4,C,2,0,5,5432
46-50,1,C,0,1,12,1720
46-50,1,C,0,1,5,6852
46-50,1,C,0,1,5,7061
46-50,1,C,0,1,5,6868
46-50,1,C,0,1,5,8598
46-50,1,C,0,1,5,3624
46-50,1,C,0,1,5,6986
46-50,1,C,0,1,5,6862
46-50,0,A,1,0,3,7962
46-50,0,A,1,0,6,15943
55+,1,C,3,1,8,9788
55+,1,C,3,1,8,9859
55+,1,C,3,1,3,8248
26-35,0,A,1,1,8,10058
26-35,17,C,2,1,1,8162
26-35,17,C,2,1,8,8045
26-35,2,C,1,0,1,15584
26-35,2,C,1,0,5,8775
26-35,2,C,1,0,1,7996
26-35,2,C,1,0,5,6889
26-35,2,C,1,0,1,11730
18-25,4,C,1,0,5,5315
18-25,4,C,1,0,5,3497
18-25,4,C,1,0,1,11896
18-25,4,C,1,0,6,20595
18-25,4,C,1,0,8,5986
0-17,10,C,3,0,1,19283
0-17,10,C,3,0,1,19442
26-35,14,C,2,0,1,4121
26-35,14,C,2,0,1,3847
26-35,14,C,2,0,1,4528
46-50,1,C,1,1,8,10022
46-50,1,C,1,1,8,7809
46-50,1,C,1,1,5,7019
55+,9,C,1,1,5,8804
55+,9,C,1,1,5,1747
55+,13,C,1,0,8,6122
55+,13,C,1,0,8,7824
55+,13,C,1,0,5,8714
55+,13,C,1,0,8,7786
55+,13,C,1,0,5,6975
55+,13,C,1,0,1,15433
55+,13,C,1,0,5,3667
55+,13,C,1,0,5,5354
55+,13,C,1,0,1,11605
55+,13,C,1,0,8,6078
55+,13,C,1,0,4,1463
55+,13,C,1,0,5,2010
55+,13,C,1,0,2,10009
55+,13,C,1,0,5,7178
36-45,7,C,3,1,8,6013
36-45,7,C,3,1,5,8858
36-45,7,C,3,1,5,5252
36-45,7,C,3,1,5,8771
18-25,4,B,1,0,8,7884
18-25,4,B,1,0,3,13400
18-25,4,B,1,0,8,2233
18-25,4,B,1,0,5,3545
18-25,4,B,1,0,5,1868
18-25,4,B,1,0,8,5916
18-25,4,B,1,0,3,5780
18-25,4,B,1,0,3,5755
18-25,4,B,1,0,3,3126
18-25,4,B,1,0,12,1387
18-25,4,B,1,0,8,2114
18-25,4,B,1,0,16,16416
18-25,4,B,1,0,2,3460
18-25,4,B,1,0,1,11449
18-25,4,B,1,0,2,6434
26-35,17,B,1,1,5,7038
26-35,17,B,1,1,3,11031
26-35,17,B,1,1,3,13293
26-35,17,B,1,1,1,15895
26-35,17,B,1,1,1,19247
26-35,17,B,1,1,1,8058
26-35,17,B,1,1,1,11754
26-35,17,B,1,1,1,12037
26-35,17,B,1,1,1,15479
26-35,17,B,1,1,1,7836
26-35,17,B,1,1,1,15901
26-35,17,B,1,1,1,11533
26-35,17,B,1,1,1,11601
26-35,17,B,1,1,1,4251
26-35,17,B,1,1,1,8289
26-35,17,B,1,1,5,3612
26-35,17,C,1,0,1,15482
46-50,0,C,4+,1,5,3746
46-50,0,C,4+,1,8,7857
26-35,16,C,2,1,5,7193
26-35,16,C,2,1,8,5857
36-45,3,C,3,0,5,7040
36-45,3,C,3,0,8,7976
36-45,3,C,3,0,1,11670
36-45,3,C,3,0,8,6150
36-45,3,C,3,0,5,6964
36-45,3,C,3,0,13,940
36-45,3,C,3,0,8,9956
36-45,3,C,3,0,8,7773
0-17,10,C,1,0,8,5935
0-17,10,C,1,0,1,18982
0-17,10,C,1,0,3,10769
0-17,10,C,1,0,8,7821
0-17,10,C,1,0,5,2007
36-45,17,C,4+,0,1,11612
36-45,17,C,4+,0,1,7824
36-45,17,C,4+,0,6,12486
18-25,3,A,1,0,1,19464
18-25,3,A,1,0,1,19027
18-25,3,A,1,0,1,19394
18-25,3,A,1,0,1,15871
36-45,19,C,3,0,8,9941
36-45,19,C,3,0,1,3829
36-45,19,C,3,0,5,7108
36-45,19,C,3,0,8,4102
36-45,19,C,3,0,5,2028
36-45,19,C,3,0,1,8310
36-45,19,C,3,0,13,929
46-50,7,B,2,1,1,15827
46-50,7,B,2,1,1,15233
46-50,7,B,2,1,1,15418
46-50,7,B,2,1,1,15801
46-50,12,C,1,1,11,6073
46-50,12,C,1,1,5,6975
46-50,12,C,1,1,8,4039
46-50,12,C,1,1,1,11476
36-45,11,C,4+,0,5,7035
36-45,11,C,4+,0,5,8645
36-45,11,C,4+,0,1,19703
46-50,18,C,4+,0,8,9753
46-50,18,C,4+,0,15,17403
46-50,18,C,4+,0,8,3921
46-50,18,C,4+,0,8,5823
46-50,18,C,4+,0,16,12163
46-50,18,C,4+,0,12,1058
26-35,12,C,3,0,5,2021
46-50,15,C,1,1,10,19131
46-50,15,C,1,1,5,6863
46-50,15,C,1,1,5,7085
26-35,2,B,4+,0,5,6923
36-45,15,C,3,0,1,15351
36-45,15,C,3,0,5,5149
26-35,16,C,3,1,3,13575
18-25,12,C,2,0,1,19697
18-25,12,C,2,0,15,12790
26-35,2,C,0,0,3,10930
26-35,2,C,0,0,12,1735
26-35,17,C,2,1,2,16171
26-35,17,C,2,1,1,15726
26-35,17,A,2,1,1,8337
26-35,17,A,2,1,8,9756
26-35,17,A,2,1,8,8140
26-35,17,A,2,1,1,12009
26-35,17,A,2,1,8,5959
26-35,17,A,2,1,5,8649
26-35,17,A,2,1,8,2018
26-35,17,A,2,1,1,7880
26-35,17,A,2,1,1,19446
26-35,17,A,2,1,1,8300
26-35,17,A,2,1,1,11893
26-35,17,A,2,1,5,5415
26-35,17,A,2,1,11,2967
26-35,17,A,2,1,11,4543
26-35,17,A,2,1,11,1474
26-35,17,A,2,1,5,5417
36-45,17,C,4+,0,8,8081
36-45,17,C,4+,0,8,9712
36-45,17,C,4+,0,1,15909
36-45,17,C,4+,0,1,15651
36-45,17,C,4+,0,1,15756
36-45,17,C,4+,0,1,8012
36-45,17,C,4+,0,1,11408
36-45,17,C,4+,0,1,15492
36-45,17,C,4+,0,2,9569
36-45,17,C,4+,0,1,15687
36-45,17,C,4+,0,5,5304
36-45,17,C,4+,0,5,6923
0-17,10,C,1,0,5,5277
0-17,10,C,1,0,5,7088
0-17,10,C,1,0,4,2122
0-17,10,C,1,0,3,5597
0-17,10,C,1,0,1,15837
26-35,11,C,0,0,6,16128
36-45,7,C,2,0,5,3627
36-45,7,C,2,0,1,19498
18-25,4,C,1,0,1,4530
36-45,9,B,4+,1,5,3639
36-45,9,B,4+,1,5,5314
36-45,9,B,4+,1,1,12111
36-45,9,B,4+,1,5,3631
36-45,9,B,4+,1,1,19586
36-45,9,B,4+,1,1,18971
36-45,9,B,4+,1,6,16456
36-45,9,B,4+,1,2,13009
36-45,9,B,4+,1,1,15635
36-45,9,B,4+,1,1,15181
36-45,9,B,4+,1,16,16379
36-45,9,B,4+,1,8,6187
36-45,9,B,4+,1,6,16446
36-45,9,B,4+,1,10,14650
36-45,9,B,4+,1,8,7810
36-45,9,B,4+,1,1,8143
36-45,9,B,4+,1,8,4018
36-45,9,B,4+,1,1,11971
36-45,9,B,4+,1,1,8130
55+,7,C,1,1,8,7904
46-50,14,B,3,1,11,4497
46-50,14,B,3,1,16,16498
46-50,14,B,3,1,1,19234
46-50,14,B,3,1,1,15253
46-50,14,B,3,1,1,19064
46-50,14,B,3,1,1,11647
18-25,9,B,1,0,10,23233
18-25,9,B,1,0,5,3638
46-50,3,C,1,1,1,19681
46-50,3,C,1,1,8,5886
46-50,3,C,1,1,15,17320
46-50,3,C,1,1,5,5332
46-50,3,C,1,1,8,7890
55+,6,A,1,1,5,8629
26-35,11,C,2,0,1,15383
26-35,11,C,2,0,1,15641
26-35,11,C,2,0,5,5298
26-35,11,C,2,0,1,15525
26-35,11,C,2,0,1,19406
36-45,17,B,3,1,2,3688
36-45,17,B,3,1,8,2209
36-45,17,B,3,1,1,19706
36-45,17,B,3,1,1,15907
36-45,17,B,3,1,1,19062
36-45,17,B,3,1,1,15244
36-45,17,B,3,1,1,19304
36-45,17,B,3,1,1,19240
36-45,17,B,3,1,1,19559
36-45,17,B,3,1,1,19090
36-45,17,B,3,1,1,15744
18-25,4,C,4+,0,5,6886
18-25,4,C,4+,0,8,8075
18-25,4,C,4+,0,5,8801
18-25,4,C,4+,0,5,8734
18-25,4,C,4+,0,8,5936
18-25,4,C,4+,0,8,5945
18-25,4,C,4+,0,5,5418
18-25,4,C,4+,0,5,6896
18-25,4,C,4+,0,1,7734
18-25,4,C,4+,0,8,8127
26-35,17,C,1,0,5,8709
26-35,17,C,1,0,5,8678
26-35,17,C,1,0,5,5463
26-35,17,C,1,0,5,3743
26-35,17,C,1,0,5,8751
26-35,0,C,1,1,5,6954
26-35,0,C,1,1,8,9972
26-35,0,C,1,1,5,7041
26-35,0,C,1,1,5,8779
26-35,0,C,1,1,8,7797
26-35,0,C,3,1,5,3622
26-35,0,C,3,1,1,15783
26-35,0,C,3,1,1,3843
26-35,0,C,3,1,1,3877
18-25,4,C,1,1,2,16241
18-25,4,C,1,1,1,19146
18-25,4,C,1,1,5,3709
18-25,2,B,3,0,5,8850
18-25,2,B,3,0,11,1498
18-25,2,B,3,0,1,4304
18-25,2,B,3,0,5,7031
18-25,2,B,3,0,5,1754
18-25,2,B,3,0,5,3613
18-25,2,B,3,0,1,15563
18-25,2,B,3,0,5,7092
18-25,2,B,3,0,6,16709
18-25,2,B,3,0,3,5596
18-25,2,B,3,0,3,8224
18-25,2,B,3,0,5,6901
18-25,2,B,3,0,5,5289
18-25,2,B,3,0,5,5228
46-50,6,C,4+,1,8,8126
46-50,6,C,4+,1,1,11446
46-50,6,C,4+,1,1,15334
46-50,6,C,4+,1,1,15739
46-50,6,C,4+,1,1,11809
46-50,6,C,4+,1,1,11814
46-50,6,C,4+,1,5,6938
46-50,6,C,4+,1,16,16828
46-50,6,C,4+,1,8,8066
18-25,20,C,1,1,1,19391
18-25,20,C,1,1,6,12146
18-25,20,C,1,1,6,19977
26-35,20,C,2,0,1,7773
26-35,20,C,2,0,3,8314
26-35,20,C,2,0,7,21002
26-35,20,C,2,0,8,9746
26-35,20,C,2,0,1,15239
26-35,20,C,2,0,1,15795
26-35,20,C,2,0,5,8778
26-35,20,C,2,0,10,23595
26-35,20,C,2,0,1,19117
26-35,20,C,2,0,1,15688
26-35,20,C,2,0,13,928
26-35,20,C,2,0,1,15311
26-35,20,C,2,0,1,19621
26-35,20,C,2,0,11,1558
36-45,1,B,3,0,1,3843
36-45,1,B,3,0,13,770
26-35,7,A,2,0,5,5267
26-35,7,A,2,0,8,4072
26-35,7,A,2,0,6,20214
26-35,7,A,2,0,1,12025
26-35,7,A,2,0,1,15212
18-25,3,C,0,0,5,7170
18-25,3,C,0,0,1,19662
18-25,3,C,0,0,5,6951
18-25,4,C,4+,0,16,16772
18-25,4,C,4+,0,8,5953
18-25,4,C,4+,0,8,9756
18-25,4,C,4+,0,8,2159
36-45,20,B,3,1,1,15659
36-45,20,B,3,1,5,5247
36-45,20,B,3,1,6,16004
36-45,20,B,3,1,6,12053
36-45,20,B,3,1,2,3489
36-45,20,B,3,1,15,16616
36-45,20,B,3,1,8,7968
36-45,20,B,3,1,8,9932
36-45,20,B,3,1,11,2944
36-45,20,B,3,1,8,8057
36-45,20,B,3,1,1,15347
36-45,20,B,3,1,5,7110
36-45,20,B,3,1,1,3836
36-45,20,B,3,1,8,9885
36-45,20,B,3,1,8,9832
36-45,20,B,3,1,8,7892
36-45,20,B,3,1,16,16813
36-45,20,B,3,1,13,959
36-45,20,B,3,1,5,5381
36-45,20,B,3,1,5,7055
36-45,20,B,3,1,5,6866
36-45,20,B,3,1,1,19177
36-45,20,B,3,1,8,7805
36-45,20,B,3,1,6,8667
18-25,4,B,4+,0,1,19474
18-25,4,B,4+,0,1,11916
18-25,4,B,4+,0,1,7589
18-25,4,B,4+,0,1,15308
18-25,4,B,4+,0,2,9614
18-25,4,B,4+,0,1,15387
18-25,4,B,4+,0,6,20585
51-55,17,B,3,1,1,19031
51-55,17,B,3,1,1,15671
51-55,17,B,3,1,1,15289
51-55,17,B,3,1,1,12101
51-55,17,B,3,1,1,15383
51-55,17,B,3,1,1,19608
51-55,17,B,3,1,5,1827
51-55,17,B,3,1,5,1787
51-55,17,B,3,1,18,2318
51-55,17,B,3,1,3,8287
51-55,17,B,3,1,5,8812
51-55,17,B,3,1,5,7114
51-55,17,B,3,1,8,7799
51-55,17,B,3,1,6,8657
51-55,17,B,3,1,5,5375
51-55,17,B,3,1,1,11715
51-55,17,B,3,1,5,7021
51-55,17,B,3,1,4,2141
51-55,17,B,3,1,11,6053
51-55,17,B,3,1,8,5955
26-35,1,B,2,1,6,15969
26-35,1,B,2,1,5,5267
26-35,1,B,2,1,8,6151
26-35,1,B,2,1,8,6018
26-35,1,B,2,1,8,6140
26-35,1,B,2,1,1,19091
26-35,1,B,2,1,6,20538
26-35,1,B,2,1,6,16137
26-35,1,B,2,1,8,10024
26-35,1,B,2,1,5,7047
26-35,1,B,2,1,1,15571
26-35,1,B,2,1,2,16235
26-35,1,B,2,1,8,9993
26-35,1,B,2,1,1,15161
26-35,1,B,2,1,1,7835
26-35,1,B,2,1,8,6188
26-35,1,B,2,1,5,8752
26-35,1,B,2,1,3,10715
26-35,1,B,2,1,1,15210
26-35,1,B,2,1,5,6998
26-35,1,B,2,1,5,7064
26-35,1,B,2,1,1,15165
36-45,7,B,0,1,8,5865
36-45,7,B,0,1,5,8697
36-45,7,B,0,1,5,8798
36-45,7,B,0,1,1,15255
36-45,7,B,0,1,1,15697
36-45,7,B,0,1,8,8009
36-45,7,B,0,1,2,13272
36-45,7,B,0,1,2,16061
36-45,7,B,0,1,8,7995
36-45,7,B,0,1,1,15590
26-35,20,A,1,1,1,12063
26-35,20,A,1,1,1,11653
26-35,20,A,1,1,5,7011
26-35,20,A,1,1,8,6089
26-35,20,A,1,1,8,5844
26-35,20,A,1,1,8,8124
26-35,20,A,1,1,1,11977
26-35,20,A,1,1,5,7179
26-35,20,A,1,1,8,1990
26-35,20,A,1,1,5,5471
26-35,20,A,1,1,1,15678
26-35,20,A,1,1,5,6894
26-35,20,A,1,1,8,7964
26-35,20,A,1,1,5,8707
26-35,20,A,1,1,5,8575
26-35,20,A,1,1,5,7035
26-35,20,A,1,1,1,11493
26-35,20,A,1,1,5,5180
26-35,20,A,1,1,5,7009
26-35,20,A,1,1,5,5205
26-35,20,A,1,1,5,7175
26-35,20,A,1,1,5,7159
26-35,20,A,1,1,8,6129
26-35,20,A,1,1,5,7087
18-25,4,A,3,0,5,8744
0-17,10,C,0,0,5,8588
0-17,10,C,0,0,6,20679
0-17,10,C,0,0,5,8817
51-55,20,A,4+,1,1,7821
51-55,20,A,4+,1,1,8144
51-55,20,A,4+,1,1,15257
51-55,20,A,4+,1,8,6139
36-45,12,C,4+,1,5,6967
36-45,12,C,4+,1,2,6807
36-45,12,C,4+,1,1,7944
36-45,12,C,4+,1,5,5415
36-45,12,C,4+,1,5,1916
36-45,12,C,4+,1,2,16208
36-45,12,C,4+,1,8,9795
46-50,7,C,4+,1,8,9872
46-50,7,C,4+,1,8,6010
46-50,7,C,4+,1,5,7141
36-45,16,A,1,0,1,15544
36-45,16,A,1,0,1,7762
36-45,16,A,1,0,8,7948
36-45,16,A,1,0,8,6123
36-45,16,A,1,0,1,11475
36-45,16,A,1,0,2,6368
36-45,16,A,1,0,5,6962
36-45,16,A,1,0,5,3522
36-45,16,A,1,0,5,5185
36-45,16,A,1,0,5,5474
36-45,16,A,1,0,2,12920
55+,7,C,2,1,8,9703
55+,7,C,2,1,2,13324
46-50,0,A,1,1,2,12828
36-45,7,C,3,0,11,4681
36-45,7,C,3,0,8,5881
46-50,16,C,4+,1,8,8108
46-50,16,C,4+,1,2,16122
46-50,16,C,4+,1,7,20915
46-50,16,C,4+,1,5,8689
46-50,16,C,4+,1,8,10062
46-50,16,C,4+,1,6,16272
46-50,16,C,4+,1,5,6875
46-50,16,C,4+,1,8,9821
46-50,16,C,4+,1,3,13717
46-50,16,C,4+,1,1,15378
46-50,16,C,4+,1,8,10040
46-50,16,C,4+,1,8,8065
18-25,4,C,4+,0,3,5711
18-25,4,C,4+,0,5,7059
18-25,4,C,4+,0,1,11808
18-25,4,C,4+,0,1,19091
